periodo_txt,periodo,fecha,alim_indice,general_indice,ajuste_pp,ipc_alim_m,ipc_general_m,brecha_m
feb-16,2016-02,2016-02-01,92.2,94.9,,0.9857612267250904,0.4232804232804366,0.5624808034446538
mar-16,2016-03,2016-03-01,91.2,94.5,,-1.0845986984815648,-0.42149631190727677,-0.663102386574288
abr-16,2016-04,2016-04-01,90.1,94.1,,-1.206140350877205,-0.4232804232804255,-0.7828599275967796
may-16,2016-05,2016-05-01,90.9,94.6,,0.8879023307436285,0.5313496280552554,0.356552702688373
jun-16,2016-06,2016-06-01,91.5,94.8,,0.6600660066006458,0.21141649048626032,0.4486495161143855
jul-16,2016-07,2016-07-01,88.8,93.9,,-2.9508196721311553,-0.9493670886075889,-2.0014525835235664
ago-16,2016-08,2016-08-01,89.2,94.1,,0.45045045045044585,0.21299254526090383,0.23745790518954202
sept-16,2016-09,2016-09-01,89.3,94.3,,0.11210762331836932,0.2125398512221155,-0.10043222790374617
oct-16,2016-10,2016-10-01,88.5,94.1,,-0.8958566629339249,-0.21208907741251393,-0.6837675855214109
nov-16,2016-11,2016-11-01,91.2,95.1,,3.050847457627115,1.0626992561105109,1.988148201516604
dic-16,2016-12,2016-12-01,92.3,95.7,7.7,1.2061403508771829,0.630914826498441,0.5752255243787419
ene-17,2017-01,2017-01-01,93.7,96.3,,1.5167930660888507,0.6269592476489061,0.8898338184399446
feb-17,2017-02,2017-02-01,94.8,97.1,,1.1739594450373536,0.8307372793354029,0.34322216570195074
mar-17,2017-03,2017-03-01,94.5,97.1,,-0.31645569620253333,0.0,-0.31645569620253333
abr-17,2017-04,2017-04-01,95.2,97.5,,0.7407407407407529,0.4119464469618972,0.3287942937788557
may-17,2017-05,2017-05-01,95.5,97.8,,0.31512605042016695,0.3076923076922977,0.00743374272786923
jun-17,2017-06,2017-06-01,95.0,97.6,,-0.5235602094240788,-0.2044989775051187,-0.3190612319189601
jul-17,2017-07,2017-07-01,94.5,97.7,3.9,-0.5263157894736858,0.10245901639345245,-0.6287748058671383
ago-17,2017-08,2017-08-01,95.1,97.9,,0.6349206349206327,0.20470829068577334,0.4302123442348593
sept-17,2017-09,2017-09-01,95.4,98.3,,0.3154574132492316,0.40858018386107364,-0.09312277061184204
oct-17,2017-10,2017-10-01,96.7,98.8,,1.3626834381551323,0.508646998982698,0.8540364391724342
nov-17,2017-11,2017-11-01,98.5,99.5,,1.8614270941054833,0.7085020242914908,1.1529250698139926
dic-17,2017-12,2017-12-01,100.0,100.0,,1.522842639593902,0.5025125628140614,1.0203300767798407
ene-18,2018-01,2018-01-01,100.9,100.8,,0.9000000000000119,0.8000000000000007,0.10000000000001119
feb-18,2018-02,2018-02-01,100.4,101.1,,-0.49554013875123815,0.29761904761904656,-0.7931591863702847
mar-18,2018-03,2018-03-01,99.9,101.1,,-0.4980079681274896,0.0,-0.4980079681274896
abr-18,2018-04,2018-04-01,99.8,101.1,,-0.10010010010010895,0.0,-0.10010010010010895
may-18,2018-05,2018-05-01,99.5,101.2,,-0.30060120240480437,0.09891196834816984,-0.3995131707529742
jun-18,2018-06,2018-06-01,99.7,101.9,,0.20100502512563345,0.6916996047430901,-0.49069457961745666
jul-18,2018-07,2018-07-01,98.0,101.6,3.5000000000000004,-1.7051153460381219,-0.29440628066733643,-1.4107090653707854
ago-18,2018-08,2018-08-01,98.4,101.8,,0.40816326530612734,0.19685039370078705,0.2113128716053403
sept-18,2018-09,2018-09-01,98.1,102.2,,-0.3048780487804992,0.39292730844793233,-0.6978053572284315
oct-18,2018-10,2018-10-01,98.9,102.8,,0.8154943934760572,0.5870841487279899,0.22841024474806737
nov-18,2018-11,2018-11-01,100.7,103.5,,1.8200202224469164,0.6809338521400754,1.139086370306841
dic-18,2018-12,2018-12-01,99.4,103.2,,-1.2909632571995955,-0.28985507246376274,-1.0011081847358327
ene-19,2019-01,2019-01-01,99.9,103.2,,0.5030181086519203,0.0,0.5030181086519203
feb-19,2019-02,2019-02-01,101.0,103.8,,1.1011011011010874,0.5813953488372103,0.519705752263877
mar-19,2019-03,2019-03-01,100.5,103.9,,-0.4950495049504955,0.09633911368016612,-0.5913886186306616
abr-19,2019-04,2019-04-01,100.9,104.2,,0.39800995024876773,0.2887391722810273,0.10927077796774043
may-19,2019-05,2019-05-01,101.8,105.0,,0.8919722497522153,0.7677543186180413,0.12421793113417401
jun-19,2019-06,2019-06-01,100.3,104.8,,-1.4734774066797685,-0.19047619047619646,-1.283001216203572
jul-19,2019-07,2019-07-01,99.9,104.7,3.8,-0.3988035892322994,-0.0954198473282375,-0.3033837419040619
ago-19,2019-08,2019-08-01,99.3,104.6,,-0.6006006006006093,-0.09551098376313627,-0.505089616837473
sept-19,2019-09,2019-09-01,99.4,104.9,,0.10070493454179541,0.2868068833652204,-0.186101948823425
oct-19,2019-10,2019-10-01,100.4,105.3,,1.0060362173038184,0.38131553860818457,0.6247206786956339
nov-19,2019-11,2019-11-01,101.2,105.5,,0.7968127490039834,0.18993352326686086,0.6068792257371225
dic-19,2019-12,2019-12-01,103.0,106.1,,1.7786561264822032,0.5687203791469031,1.2099357473353
ene-20,2020-01,2020-01-01,102.3,106.1,,-0.6796116504854344,0.0,-0.6796116504854344
feb-20,2020-02,2020-02-01,102.0,106.3,,-0.2932551319648091,0.18850141376061114,-0.48175654572542026
mar-20,2020-03,2020-03-01,102.6,106.5,,0.588235294117645,0.18814675446849893,0.40008853964914604
abr-20,2020-04,2020-04-01,102.5,106.3,,-0.09746588693956282,-0.1877934272300541,0.09032754029049128
may-20,2020-05,2020-05-01,100.7,105.7,,-1.7560975609756113,-0.5644402634054524,-1.191657297570159
jun-20,2020-06,2020-06-01,98.8,105.3,,-1.8867924528301994,-0.37842951750236553,-1.5083629353278338
jul-20,2020-07,2020-07-01,99.0,105.8,,0.2024291497975783,0.47483380816715215,-0.27240465836957384
ago-20,2020-08,2020-08-01,100.1,106.3,,1.1111111111111072,0.4725897920604849,0.6385213190506223
sept-20,2020-09,2020-09-01,100.8,106.6,,0.6993006993007089,0.2822201317027151,0.41708056759799383
oct-20,2020-10,2020-10-01,102.4,107.1,,1.5873015873016039,0.46904315196998336,1.1182584353316205
nov-20,2020-11,2020-11-01,104.6,107.8,,2.148437499999978,0.6535947712418277,1.49484272875815
dic-20,2020-12,2020-12-01,106.4,108.4,,1.7208413001912115,0.5565862708719838,1.1642550293192278
ene-21,2021-01,2021-01-01,107.8,108.9,,1.3157894736842035,0.46125461254613587,0.8545348611380676
feb-21,2021-02,2021-02-01,107.7,109.0,,-0.09276437847866026,0.09182736455464191,-0.18459174303330217
mar-21,2021-03,2021-03-01,107.0,109.1,,-0.6499535747446661,0.09174311926605228,-0.7416966940107184
abr-21,2021-04,2021-04-01,106.6,109.0,,-0.37383177570093906,-0.09165902841429263,-0.28217274728664643
may-21,2021-05,2021-05-01,107.5,109.6,,0.8442776735459789,0.5504587155963359,0.2938189579496431
jun-21,2021-06,2021-06-01,107.3,110.0,,-0.18604651162791308,0.36496350364965124,-0.5510100152775643
jul-21,2021-07,2021-07-01,109.3,111.3,4.3999999999999995,1.8639328984156656,1.1818181818181728,0.6821147165974928
ago-21,2021-08,2021-08-01,111.6,112.3,,2.1043000914912957,0.8984725965857976,1.2058274949054981
sept-21,2021-09,2021-09-01,114.5,113.4,,2.5985663082437327,0.9795191451469343,1.6190471630967984
oct-21,2021-10,2021-10-01,117.5,115.2,,2.6200873362445476,1.5873015873015817,1.032785748942966
nov-21,2021-11,2021-11-01,118.6,115.8,,0.9361702127659521,0.5208333333333259,0.4153368794326262
dic-21,2021-12,2021-12-01,119.5,115.8,,0.7588532883642474,0.0,0.7588532883642474
ene-22,2022-01,2022-01-01,123.0,117.5,,2.9288702928870203,1.4680483592400817,1.4608219336469386
feb-22,2022-02,2022-02-01,124.6,119.1,,1.300813008130075,1.3617021276595587,-0.060889119529483615
mar-22,2022-03,2022-03-01,125.7,120.1,,0.882825040128421,0.8396305625524736,0.04319447757594741
abr-22,2022-04,2022-04-01,127.7,121.9,,1.5910898965791676,1.498751040799351,0.0923388557798166
may-22,2022-05,2022-05-01,127.3,122.1,,-0.3132341425215346,0.1640689089417391,-0.4773030514632737
jun-22,2022-06,2022-06-01,127.3,122.7,,0.0,0.49140049140050657,-0.49140049140050657
jul-22,2022-07,2022-07-01,127.5,123.6,11.4,0.15710919088767206,0.7334963325183352,-0.5763871416306632
ago-22,2022-08,2022-08-01,129.6,124.1,,1.6470588235294015,0.4045307443365731,1.2425280791928284
sept-22,2022-09,2022-09-01,129.3,124.0,,-0.23148148148146586,-0.08058017727639033,-0.15090130420507553
oct-22,2022-10,2022-10-01,130.3,124.5,,0.7733952049497228,0.40322580645162365,0.37016939849809916
nov-22,2022-11,2022-11-01,131.7,125.4,,1.074443591711427,0.7228915662650603,0.35155202544636666
dic-22,2022-12,2022-12-01,130.5,125.2,,-0.9111617312072773,-0.15948963317384823,-0.751672098033429
ene-23,2023-01,2023-01-01,132.5,126.7,,1.5325670498084198,1.198083067092659,0.33448398271576085
feb-23,2023-02,2023-02-01,133.1,127.3,,0.45283018867923186,0.47355958958168465,-0.020729400902452788
mar-23,2023-03,2023-03-01,134.7,127.8,,1.2021036814425123,0.39277297721915794,0.8093307042233544
abr-23,2023-04,2023-04-01,136.8,128.3,,1.5590200445434466,0.3912363067292812,1.1677837378141653
may-23,2023-05,2023-05-01,136.9,128.3,,0.07309941520468044,0.0,0.07309941520468044
jun-23,2023-06,2023-06-01,135.3,127.9,,-1.1687363038714316,-0.3117692907248726,-0.856967013146559
jul-23,2023-07,2023-07-01,134.3,127.9,5.1,-0.7390983000739149,0.0,-0.7390983000739149
ago-23,2023-08,2023-08-01,133.8,127.7,,-0.37230081906179935,-0.15637216575449253,-0.21592865330730682
sept-23,2023-09,2023-09-01,134.5,128.3,,0.523168908819116,0.469851213782313,0.05331769503680306
oct-23,2023-10,2023-10-01,136.0,128.9,,1.1152416356877248,0.4676539360872978,0.6475876996004271
nov-23,2023-11,2023-11-01,138.0,129.4,,1.4705882352941124,0.38789759503490284,1.0826906402592096
dic-23,2023-12,2023-12-01,140.0,129.8,,1.449275362318847,0.3091190108191588,1.1401563514996882
ene-24,2024-01,2024-01-01,144.2,131.0,,3.0000000000000027,0.9244992295839749,2.0755007704160278
feb-24,2024-02,2024-02-01,143.0,131.0,,-0.832177531206646,0.0,-0.832177531206646
mar-24,2024-03,2024-03-01,146.2,132.4,,2.2377622377622197,1.0687022900763399,1.1690599476858798
abr-24,2024-04,2024-04-01,149.6,133.4,,2.3255813953488413,0.7552870090634434,1.570294386285398
may-24,2024-05,2024-05-01,150.5,133.9,,0.6016042780748743,0.37481259370315545,0.22679168437171882
jun-24,2024-06,2024-06-01,147.5,133.4,,-1.9933554817275767,-0.37341299477221535,-1.6199424869553614
jul-24,2024-07,2024-07-01,146.8,133.5,4.3999999999999995,-0.4745762711864332,0.07496251874061777,-0.549538789927051
ago-24,2024-08,2024-08-01,144.7,133.2,,-1.430517711171675,-0.22471910112360494,-1.20579861004807
sept-24,2024-09,2024-09-01,144.6,133.5,,-0.06910850034553828,0.22522522522523403,-0.2943337255707723
oct-24,2024-10,2024-10-01,144.0,133.5,,-0.4149377593360981,0.0,-0.4149377593360981
nov-24,2024-11,2024-11-01,144.6,133.8,,0.4166666666666652,0.22471910112360494,0.19194756554306025
dic-24,2024-12,2024-12-01,147.4,134.7,,1.9363762102351467,0.6726457399103047,1.263730470324842
ene-25,2025-01,2025-01-01,150.5,136.0,,2.103120759837185,0.9651076466221209,1.138013113215064
feb-25,2025-02,2025-02-01,150.0,136.6,,-0.33222591362126463,0.4411764705882337,-0.7734023842094984
mar-25,2025-03,2025-03-01,155.5,138.2,,3.6666666666666625,1.171303074670571,2.4953635919960915
abr-25,2025-04,2025-04-01,157.0,138.7,,0.9646302250803762,0.3617945007236001,0.6028357243567761
may-25,2025-05,2025-05-01,156.9,138.7,,-0.06369426751592355,0.0,-0.06369426751592355
jun-25,2025-06,2025-06-01,155.3,138.7,,-1.0197578075207048,0.0,-1.0197578075207048
jul-25,2025-07,2025-07-01,156.0,139.2,3.5999999999999996,0.4507405022536881,0.36049026676279183,0.09025023549089628
ago-25,2025-08,2025-08-01,157.4,139.3,,0.8974358974358942,0.07183908045977905,0.8255968169761152
sept-25,2025-09,2025-09-01,158.7,139.2,,0.8259212198221011,-0.0717875089734532,0.8977087287955543
oct-25,2025-10,2025-10-01,158.8,139.0,,0.0630119722747402,-0.1436781609195359,0.2066901331942761
nov-25,2025-11,2025-11-01,159.1,139.3,,0.18891687657429657,0.21582733812950394,-0.026910461555207377
dic-25,2025-12,2025-12-01,157.9,138.9,,-0.754242614707723,-0.2871500358937573,-0.4670925788139657
ene-26,2026-01,2026-01-01,160.6,139.7,,1.7099430018999273,0.5759539236861011,1.1339890782138262
feb-26,2026-02,2026-02-01,159.3,139.7,,-0.8094645080946372,0.0,-0.8094645080946372
mar-26,2026-03,2026-03-01,160.3,140.8,,0.6277463904582614,0.7874015748031704,-0.159655184344909
